Sl. No.,Journal name,2022 JIF
5957,FOLIA NEUROPATHOLOGICA,2
5958,Forensic Science International-Digital Investigation,2
5959,Frontiers of Earth Science,2
5960,Gastroenterology Research and Practice,2
5961,GENETIC RESOURCES AND CROP EVOLUTION,2
5962,GEOINFORMATICA,2
5963,GEOMETRY & TOPOLOGY,2
5964,GERODONTOLOGY,2
5965,GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA,2
5966,GYNECOLOGICAL ENDOCRINOLOGY,2
5967,HIGH PRESSURE RESEARCH,2
5968,HISTOLOGY AND HISTOPATHOLOGY,2
5969,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,2
5970,IEEE Canadian Journal of Electrical and Computer Engineering,2
5971,IEEE Design & Test,2
5972,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,2
5973,IET Biometrics,2
5974,IET Power Electronics,2
5975,INDIAN JOURNAL OF PHYSICS,2
5976,INDUSTRIAL HEALTH,2
5977,INTELLIGENT AUTOMATION AND SOFT COMPUTING,2
5978,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,2
5979,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,2
5980,International Journal of Occupational Medicine and Environmental Health,2
5981,INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,2
5982,INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,2
5983,INTERNATIONAL STATISTICAL REVIEW,2
5984,INTERNATIONAL UROLOGY AND NEPHROLOGY,2
5985,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,2
5986,J-FOR-Journal of Science & Technology for Forest Products and Processes,2
5987,JOURNAL FOR NATURE CONSERVATION,2
5988,Journal of Adolescent and Young Adult Oncology,2
5989,Journal of Advanced Concrete Technology,2
5990,JOURNAL OF AGRICULTURAL SCIENCE,2
5991,JOURNAL OF APPLIED GEOPHYSICS,2
5992,JOURNAL OF ATMOSPHERIC CHEMISTRY,2
5993,Journal of Building Physics,2
5994,Journal of Cardiovascular Nursing,2
5995,JOURNAL OF CLASSIFICATION,2
5996,JOURNAL OF CLINICAL NEUROSCIENCE,2
5997,JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS,2
5998,JOURNAL OF COLD REGIONS ENGINEERING,2
5999,Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,2
6000,Journal of Computational and Nonlinear Dynamics,2
6001,JOURNAL OF ELASTICITY,2
6002,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS A,2
6003,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2
6004,JOURNAL OF FISH BIOLOGY,2
6005,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,2
6006,JOURNAL OF FOOD PROTECTION,2
6007,JOURNAL OF GLAUCOMA,2
6008,Journal of Hand Therapy,2
6009,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,2
6010,JOURNAL OF LOW TEMPERATURE PHYSICS,2
6011,JOURNAL OF MATHEMATICAL IMAGING AND VISION,2
6012,Journal of Medical and Biological Engineering,2
6013,Journal of Micro-Nanolithography MEMS and MOEMS,2
6014,JOURNAL OF MICROPALAEONTOLOGY,2
6015,JOURNAL OF MICROSCOPY,2
6016,JOURNAL OF NEUROLINGUISTICS,2
6017,JOURNAL OF NURSING ADMINISTRATION,2
6018,JOURNAL OF NURSING EDUCATION,2
6019,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,2
6020,Journal of Pediatric Urology,2
6021,Journal of Pipeline Systems Engineering and Practice,2
6022,Journal of Plant Diseases and Protection,2
6023,JOURNAL OF POLYMER ENGINEERING,2
6024,JOURNAL OF RADIATION RESEARCH,2
6025,JOURNAL OF SCHEDULING,2
6026,JOURNAL OF SEA RESEARCH,2
6027,JOURNAL OF SEDIMENTARY RESEARCH,2
6028,JOURNAL OF SENSORY STUDIES,2
6029,Journal of Software-Evolution and Process,2
6030,Journal of Spectroscopy,2
6031,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,2
6032,Journal of the American Psychiatric Nurses Association,2
6033,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,2
6034,Journal of the Belgian Society of Radiology,2
6035,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,2
6036,JOURNAL OF THEORETICAL BIOLOGY,2
6037,JOURNAL OF TOXICOLOGICAL SCIENCES,2
6038,JOURNAL OF TROPICAL PEDIATRICS,2
6039,JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,2
6040,JOURNAL OF ZOOLOGY,2
6041,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,2
6042,Landscape and Ecological Engineering,2
6043,LEARNING & MEMORY,2
6044,MAGNETIC RESONANCE IN CHEMISTRY,2
6045,Mathematical Sciences,2
6046,MATHEMATICS OF COMPUTATION,2
6047,MEASUREMENT & CONTROL,2
6048,METEOROLOGY AND ATMOSPHERIC PHYSICS,2
6049,Molecular Genetics & Genomic Medicine,2
6050,Multidiscipline Modeling in Materials and Structures,2
6051,Netherlands Heart Journal,2
6052,NEUROREHABILITATION,2
6053,NEUROUROLOGY AND URODYNAMICS,2
6054,NEW ASTRONOMY,2
6055,Nonlinear Analysis-Modelling and Control,2
6056,NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,2
6057,NUMERICAL HEAT TRANSFER PART A-APPLICATIONS,2
6058,NURSING CLINICS OF NORTH AMERICA,2
6059,Open Geosciences,2
6060,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,2
6061,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,2
6062,PALAEONTOLOGIA ELECTRONICA,2
6063,PARASITOLOGY RESEARCH,2
6064,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,2
6065,PHYSICAL BIOLOGY,2
6066,PHYSIOTHERAPY THEORY AND PRACTICE,2
6067,PLANT BIOSYSTEMS,2
6068,PLANT BREEDING,2
6069,PLASTICS RUBBER AND COMPOSITES,2
6070,Polish Maritime Research,2
6071,PROBABILITY THEORY AND RELATED FIELDS,2
6072,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICA,2
6073,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RA,2
6074,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING,2
6075,Proteome Science,2
6076,Proteomics Clinical Applications,2
6077,Psychogeriatrics,2
6078,PURE AND APPLIED GEOPHYSICS,2
6079,Quality Engineering,2
6080,RADIATION MEASUREMENTS,2
6081,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,2
6082,Recent Patents on Nanotechnology,2
6083,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2
6084,RESEARCH IN NURSING & HEALTH,2
6085,Revista da Sociedade Brasileira de Medicina Tropical,2
6086,REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,2
6087,Seminars in Plastic Surgery,2
6088,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,2
6089,SIAM-ASA Journal on Uncertainty Quantification,2
6090,Social Neuroscience,2
6091,Software and Systems Modeling,2
6092,SOIL & SEDIMENT CONTAMINATION,2
6093,SOIL SCIENCE AND PLANT NUTRITION,2
6094,SOLDERING & SURFACE MOUNT TECHNOLOGY,2
6095,SOLVENT EXTRACTION AND ION EXCHANGE,2
6096,STATISTICS IN MEDICINE,2
6097,SUBSTANCE USE & MISUSE,2
6098,Surgical Infections,2
6099,SYDOWIA,2
6100,SYNLETT,2
6101,Systems Engineering,2
6102,TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,2
6103,Therapeutic Advances in Urology,2
6104,Traffic Injury Prevention,2
6105,Transgender Health,2
6106,Translational Andrology and Urology,2
6107,Translational Pediatrics,2
6108,Tropical Plant Biology,2
6109,WATER AND ENVIRONMENT JOURNAL,2
6110,WATER QUALITY RESEARCH JOURNAL OF CANADA,2
6111,WETLANDS,2
6112,World Journal of Gastrointestinal Surgery,2
6113,World Mycotoxin Journal,2
6114,World Neurosurgery,2
6115,Zebrafish,2
6116,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,2
6117,Zeitschrift fur Medizinische Physik,2
6118,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,2
6119,ZOOLOGY,2
6120,Zoosystematics and Evolution,2
6121,Acta Cardiologica Sinica,1.9
6122,ACTA CHROMATOGRAPHICA,1.9
6123,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,1.9
6124,ACTA POLYMERICA SINICA,1.9
6125,ADAPTED PHYSICAL ACTIVITY QUARTERLY,1.9
6126,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,1.9
6127,American Journal of Hospice & Palliative Medicine,1.9
6128,ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,1.9
6129,ANNALES GEOPHYSICAE,1.9
6130,ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,1.9
6131,Annals of Animal Science,1.9
6132,ANNALS OF HUMAN GENETICS,1.9
6133,ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,1.9
6134,ANNALS OF NUCLEAR ENERGY,1.9
6135,Annals of Telecommunications,1.9
6136,ANNALS OF THE MISSOURI BOTANICAL GARDEN,1.9
6137,APPLIED OPTICS,1.9
6138,AQUA-Water Infrastructure Ecosystems and Society,1.9
6139,Asia-Pacific Journal of Clinical Oncology,1.9
6140,Astin Bulletin-The Journal of the International Actuarial Association,1.9
6141,ASTROPHYSICS AND SPACE SCIENCE,1.9
6142,Automatika,1.9
6143,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,1.9
6144,BEHAVIORAL NEUROSCIENCE,1.9
6145,BIOELECTROMAGNETICS,1.9
6146,BIOLOGICAL CYBERNETICS,1.9
6147,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1.9
6148,BIOMETRICS,1.9
6149,BMC Genomic Data,1.9
6150,BMC Sports Science Medicine and Rehabilitation,1.9
6151,BMC Surgery,1.9
6152,Brachytherapy,1.9
6153,BRAIN INJURY,1.9
6154,BRITISH JOURNAL OF BIOMEDICAL SCIENCE,1.9
6155,BULLETIN OF ENTOMOLOGICAL RESEARCH,1.9
6156,BULLETIN OF GEOSCIENCES,1.9
6157,Cancer Genetics,1.9
6158,CARDIOLOGY,1.9
6159,Cardiovascular Ultrasound,1.9
6160,CHEMIE INGENIEUR TECHNIK,1.9
6161,CHILD CARE HEALTH AND DEVELOPMENT,1.9
6162,CHINESE JOURNAL OF ORGANIC CHEMISTRY,1.9
6163,Chiropractic & Manual Therapies,1.9
6164,CIRUGIA ESPANOLA,1.9
6165,Clinical and Experimental Optometry,1.9
6166,CLINICAL NEUROLOGY AND NEUROSURGERY,1.9
6167,Clinical Spine Surgery,1.9
6168,COMBUSTION SCIENCE AND TECHNOLOGY,1.9
6169,Communications in Number Theory and Physics,1.9
6170,COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,1.9
6171,CROATIAN MEDICAL JOURNAL,1.9
6172,Crop & Pasture Science,1.9
6173,CUAJ-Canadian Urological Association Journal,1.9
6174,CytoJournal,1.9
6175,Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,1.9
6176,Econometrics Journal,1.9
6177,Endocrine Metabolic & Immune Disorders-Drug Targets,1.9
6178,Endocrinologia Diabetes y Nutricion,1.9
6179,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,1.9
6180,ESAIM-Mathematical Modelling and Numerical Analysis,1.9
6181,EUPHYTICA,1.9
6182,EURASIP Journal on Advances in Signal Processing,1.9
6183,EUROPEAN JOURNAL OF APPLIED MATHEMATICS,1.9
6184,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,1.9
6185,European Journal of Medical Genetics,1.9
6186,EUROPEAN JOURNAL OF ORAL SCIENCES,1.9
6187,EVOLUTIONARY ECOLOGY,1.9
6188,FAMILY MEDICINE,1.9
6189,FIRE AND MATERIALS,1.9
6190,FISHERIES SCIENCE,1.9
6191,FLORA,1.9
6192,FOLIA PRIMATOLOGICA,1.9
6193,FOOD AND NUTRITION BULLETIN,1.9
6194,Gaceta Sanitaria,1.9
6195,Gastroenterologia y Hepatologia,1.9
6196,Green Materials,1.9
6197,GROUND WATER MONITORING AND REMEDIATION,1.9
6198,Hematology,1.9
6199,HORTSCIENCE,1.9
6200,Human Fertility,1.9
6201,IAWA JOURNAL,1.9
6202,IEEE SECURITY & PRIVACY,1.9
6203,INSURANCE MATHEMATICS & ECONOMICS,1.9
6204,INTEGRATION-THE VLSI JOURNAL,1.9
6205,International Journal of Applied Mathematics and Computer Science,1.9
6206,INTERNATIONAL JOURNAL OF CRASHWORTHINESS,1.9
6207,International Journal of Forest Engineering,1.9
6208,International Journal of Hypertension,1.9
6209,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,1.9
6210,International Journal of Nursing Practice,1.9
6211,International Journal of Osteopathic Medicine,1.9
6212,International Journal of Physical Modelling in Geotechnics,1.9
6213,INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,1.9
6214,International Journal of Precision Engineering and Manufacturing,1.9
6215,INTERNATIONAL REVIEW OF HYDROBIOLOGY,1.9
6216,IRRIGATION AND DRAINAGE,1.9
6217,Italian Journal of Dermatology and Venereology,1.9
6218,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,1.9
6219,JOURNAL OF APICULTURAL RESEARCH,1.9
6220,JOURNAL OF APPLIED ENTOMOLOGY,1.9
6221,JOURNAL OF APPLIED POULTRY RESEARCH,1.9
6222,JOURNAL OF ASTHMA,1.9
6223,JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,1.9
6224,JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1.9
6225,Journal of Biomedical Semantics,1.9
6226,JOURNAL OF BRYOLOGY,1.9
6227,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,1.9
6228,Journal of Child Health Care,1.9
6229,JOURNAL OF CHILD NEUROLOGY,1.9
6230,Journal of Clinical Research in Pediatric Endocrinology,1.9
6231,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,1.9
6232,JOURNAL OF COORDINATION CHEMISTRY,1.9
6233,Journal of Cryptographic Engineering,1.9
6234,Journal of Earth System Science,1.9
6235,Journal of Electrical Engineering & Technology,1.9
6236,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,1.9
6237,JOURNAL OF FIRE SCIENCES,1.9
6238,JOURNAL OF FLUORINE CHEMISTRY,1.9
6239,Journal of Function Spaces,1.9
6240,Journal of Genetic Counseling,1.9
6241,Journal of Gynecology Obstetrics and Human Reproduction,1.9
6242,JOURNAL OF HAND SURGERY-AMERICAN VOLUME,1.9
6243,JOURNAL OF HEALTH POPULATION AND NUTRITION,1.9
6244,JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,1.9
6245,Journal of Hydrology and Hydromechanics,1.9
6246,Journal of Infection in Developing Countries,1.9
6247,JOURNAL OF INSECT CONSERVATION,1.9
6248,JOURNAL OF INVESTIGATIVE SURGERY,1.9
6249,JOURNAL OF MAMMALIAN EVOLUTION,1.9
6250,JOURNAL OF MATHEMATICAL BIOLOGY,1.9
6251,JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,1.9
6252,JOURNAL OF NERVOUS AND MENTAL DISEASE,1.9
6253,JOURNAL OF NEUROGENETICS,1.9
6254,Journal of Neurosurgery-Pediatrics,1.9
6255,Journal of Neurosurgical Sciences,1.9
6256,Journal of Ophthalmology,1.9
6257,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,1.9
6258,JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,1.9
6259,Journal of Oral Science,1.9
6260,Journal of Periodontal and Implant Science,1.9
6261,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,1.9
6262,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,1.9
6263,JOURNAL OF PROPULSION AND POWER,1.9
6264,Journal of Psychiatric Practice,1.9
6265,Journal of Renal Care,1.9
6266,Journal of Sensors,1.9
6267,Journal of Spatial Science,1.9
6268,JOURNAL OF SURVEYING ENGINEERING,1.9
6269,JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,1.9
6270,Journal of the Australian Ceramic Society,1.9
6271,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,1.9
6272,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,1.9
6273,Journal of Theoretical and Computational Acoustics,1.9
6274,JOURNAL OF TURBULENCE,1.9
6275,Journal of Vascular Access,1.9
6276,Journal of Wound Care,1.9
6277,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,1.9
6278,KNEE,1.9
6279,Korean Journal of Orthodontics,1.9
6280,Laryngoscope Investigative Otolaryngology,1.9
6281,LIPIDS,1.9
6282,Lubrication Science,1.9
6283,Marine Genomics,1.9
6284,MARINE MICROPALEONTOLOGY,1.9
6285,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,1.9
6286,MECHANICAL ENGINEERING,1.9
6287,MEDICAL AND VETERINARY ENTOMOLOGY,1.9
6288,MEDICAL LETTER ON DRUGS AND THERAPEUTICS,1.9
6289,MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,1.9
6290,MENDELEEV COMMUNICATIONS,1.9
6291,Mining Metallurgy & Exploration,1.9
6292,MODERN PHYSICS LETTERS B,1.9
6293,Molecular Genetics and Metabolism Reports,1.9
6294,MRS Communications,1.9
6295,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,1.9
6296,MYCOBIOLOGY,1.9
6297,NEUROLOGIA MEDICO-CHIRURGICA,1.9
6298,NEUROLOGICAL RESEARCH,1.9
6299,OIL SHALE,1.9
6300,ONCOLOGY NURSING FORUM,1.9
6301,Open Physics,1.9
6302,Paediatrics & Child Health,1.9
6303,PARASITOLOGY INTERNATIONAL,1.9
6304,PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,1.9
6305,Pharmacogenomics & Personalized Medicine,1.9
6306,Philosophy Ethics and Humanities in Medicine,1.9
6307,PLANT SYSTEMATICS AND EVOLUTION,1.9
6308,POLAR RESEARCH,1.9
6309,PRIMARY CARE,1.9
6310,QUINTESSENCE INTERNATIONAL,1.9
6311,RADIOLOGIC CLINICS OF NORTH AMERICA,1.9
6312,Records of Natural Products,1.9
6313,REPRODUCTION FERTILITY AND DEVELOPMENT,1.9
6314,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,1.9
6315,REVISTA ARGENTINA DE MICROBIOLOGIA,1.9
6316,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,1.9
6317,Revista Espanola de Quimioterapia,1.9
6318,REVISTA IBEROAMERICANA DE MICOLOGIA,1.9
6319,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,1.9
6320,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,1.9
6321,Scandinavian Journal of Occupational Therapy,1.9
6322,SCIENCE & JUSTICE,1.9
6323,SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,1.9
6324,Science and Technology for the Built Environment,1.9
6325,Science of Diabetes Self-Management and Care,1.9
6326,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,1.9
6327,SIAM JOURNAL ON APPLIED MATHEMATICS,1.9
6328,SOFTWARE QUALITY JOURNAL,1.9
6329,SOLA,1.9
6330,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,1.9
6331,STATISTICS,1.9
6332,Sugar Tech,1.9
6333,SURFACE SCIENCE,1.9
6334,Surgical Oncology Clinics of North America,1.9
6335,SYSTEMATICS AND BIODIVERSITY,1.9
6336,THERAPEUTIC APHERESIS AND DIALYSIS,1.9
6337,Tomography,1.9
6338,TOXICOLOGY AND INDUSTRIAL HEALTH,1.9
6339,Traitement du Signal,1.9
6340,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,1.9
6341,TRANSFUSION AND APHERESIS SCIENCE,1.9
6342,Tumori Journal,1.9
6343,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,1.9
6344,Visceral Medicine,1.9
6345,VISUAL NEUROSCIENCE,1.9
6346,Weather,1.9
6347,WILDLIFE BIOLOGY,1.9
6348,WILDLIFE RESEARCH,1.9
6349,Willdenowia,1.9
6350,ACI STRUCTURAL JOURNAL,1.8
6351,ACM TRANSACTIONS ON DATABASE SYSTEMS,1.8
6352,Acta Crystallographica A-Foundation and Advances,1.8
6353,ACTA CYTOLOGICA,1.8
6354,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1.8
6355,ACTA PALAEONTOLOGICA POLONICA,1.8
6356,ACTA PETROLOGICA SINICA,1.8
6357,ADVANCED NONLINEAR STUDIES,1.8
6358,Advances in Civil Engineering,1.8
6359,ALLERGOLOGIA ET IMMUNOPATHOLOGIA,1.8
6360,American Journal of Audiology,1.8
6361,AMERICAN STATISTICIAN,1.8
6362,ANNALS OF APPLIED PROBABILITY,1.8
6363,Annals of Applied Statistics,1.8
6364,Annals of Forest Research,1.8
6365,APPLIED MATHEMATICS AND OPTIMIZATION,1.8
6366,APPLIED RHEOLOGY,1.8
6367,AQUATIC BOTANY,1.8
6368,AQUATIC ECOLOGY,1.8
6369,Archaeological Prospection,1.8
6370,Archives Animal Breeding,1.8
6371,ARCHIVES DE PEDIATRIE,1.8
6372,Archives of Environmental & Occupational Health,1.8
6373,Arthropod Systematics & Phylogeny,1.8
6374,Asia-Pacific Journal of Chemical Engineering,1.8
6375,Asia-Pacific Journal of Oncology Nursing,1.8
6376,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,1.8
6377,ATOMIC DATA AND NUCLEAR DATA TABLES,1.8
6378,Australasian Emergency Care,1.8
6379,Australasian Psychiatry,1.8
6380,Australian Health Review,1.8
6381,Australian Journal of Rural Health,1.8
6382,Australian Occupational Therapy Journal,1.8
6383,Avian Research,1.8
6384,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,1.8
6385,Bioanalysis,1.8
6386,BIOCATALYSIS AND BIOTRANSFORMATION,1.8
6387,BIOMEDICAL CHROMATOGRAPHY,1.8
6388,BLOOD PRESSURE,1.8
6389,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,1.8
6390,Brodogradnja,1.8
6391,BULLETIN OF MATERIALS SCIENCE,1.8
6392,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1.8
6393,Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie,1.8
6394,Cardiovascular Engineering and Technology,1.8
6395,CHEMOECOLOGY,1.8
6396,CHINESE JOURNAL OF PHYSIOLOGY,1.8
6397,CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS,1.8
6398,CLINICAL BIOMECHANICS,1.8
6399,Clinical Child Psychology and Psychiatry,1.8
6400,CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,1.8
6401,COLORATION TECHNOLOGY,1.8
6402,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,1.8
6403,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,1.8
6404,Complementary Medicine Research,1.8
6405,COMPOSITIO MATHEMATICA,1.8
6406,Computational and Mathematical Organization Theory,1.8
6407,COMPUTATIONAL STATISTICS & DATA ANALYSIS,1.8
6408,CORONARY ARTERY DISEASE,1.8
6409,CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,1.8
6410,Current Analytical Chemistry,1.8
6411,CURRENT ORGANIC SYNTHESIS,1.8
6412,Current Sports Medicine Reports,1.8
6413,DIATOM RESEARCH,1.8
6414,Discrete and Continuous Dynamical Systems-Series S,1.8
6415,Dissertationes Mathematicae,1.8
6416,DRUGS OF TODAY,1.8
6417,ECOLOGY OF FOOD AND NUTRITION,1.8
6418,ECOLOGY OF FRESHWATER FISH,1.8
6419,ELECTRICAL ENGINEERING,1.8
6420,ENVIRONMENTAL ENGINEERING SCIENCE,1.8
6421,ENVIRONMENTAL FORENSICS,1.8
6422,EPL,1.8
6423,EUROPEAN JOURNAL OF PEDIATRIC SURGERY,1.8
6424,EUROPEAN JOURNAL OF PLANT PATHOLOGY,1.8
6425,EUROPEAN PHYSICAL JOURNAL D,1.8
6426,EUROPEAN PHYSICAL JOURNAL E,1.8
6427,European Zoological Journal,1.8
6428,EXPERIMENTAL AGING RESEARCH,1.8
6429,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,1.8
6430,FACIES,1.8
6431,FLUCTUATION AND NOISE LETTERS,1.8
6432,FOOD BIOTECHNOLOGY,1.8
6433,Forensic Science Medicine and Pathology,1.8
6434,Freshwater Science,1.8
6435,Frontiers in Surgery,1.8
6436,GEODIVERSITAS,1.8
6437,GEOLOGICA BELGICA,1.8
6438,GEOLOGICAL JOURNAL,1.8
6439,Geoscientific Instrumentation Methods and Data Systems,1.8
6440,Gland Surgery,1.8
6441,GROWTH FACTORS,1.8
6442,HELVETICA CHIMICA ACTA,1.8
6443,HUMAN HEREDITY,1.8
6444,IEEE COMPUTER GRAPHICS AND APPLICATIONS,1.8
6445,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,1.8
6446,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,1.8
6447,Industrial Robot-The International Journal of Robotics Research and Application,1.8
6448,INFORMATION TECHNOLOGY AND LIBRARIES,1.8
6449,International Emergency Nursing,1.8
6450,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,1.8
6451,International Journal for Parasitology-Parasites and Wildlife,1.8
6452,International Journal of Analytical Chemistry,1.8
6453,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,1.8
6454,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.8
6455,INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,1.8
6456,INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,1.8
6457,International Journal of Speech-Language Pathology,1.8
6458,INTERNATIONAL UROGYNECOLOGY JOURNAL,1.8
6459,IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,1.8
6460,Iranian Journal of Fuzzy Systems,1.8
6461,ISIJ INTERNATIONAL,1.8
6462,Italian Journal of Geosciences,1.8
6463,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,1.8
6464,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,1.8
6465,Journal of Agricultural Engineering,1.8
6466,JOURNAL OF ALGEBRAIC GEOMETRY,1.8
6467,JOURNAL OF BIOLOGICAL PHYSICS,1.8
6468,JOURNAL OF CHEMOTHERAPY,1.8
6469,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,1.8
6470,JOURNAL OF CRYSTAL GROWTH,1.8
6471,JOURNAL OF ELECTROSTATICS,1.8
6472,Journal of Fixed Point Theory and Applications,1.8
