,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
382769,"DNA, Mitochondrial",Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D004272,T123,Mitochondrial DNA|mtDNA,http://purl.bioontology.org/ontology/MESH/D004270,C0012929,AD AE AG AI AN BI BL CF CH CL CS DE EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T012997|T012996|T012995
389489,"RNA, Mitochondrial",Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D000077278,T123,mtRNA|Mitochondrial RNA,http://purl.bioontology.org/ontology/MESH/D012313,C0073434,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000938663|T000938662|T000938664
398823,Mitochondrial Proton-Translocating ATPases,Enzyme,http://purl.bioontology.org/ontology/MESH/D025261,T126,"Mitochondrial Proton Translocating ATPases|Mitochondrial F(1)F(0) ATPase|Mitochondrial ATP Synthase|Electron Transport Complex V|ATP Synthases, Mitochondrial|ATPases, Mitochondrial Proton-Translocating|Mitochondrial ATP Synthases|ATP Synthase, Mitochondrial|Respiratory Complex V|Proton-Translocating ATPases, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D006180|http://purl.bioontology.org/ontology/MESH/D045222,C0949692,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T001106905|T001106866|T430290|T430291|T430292|T430289
402364,Mitochondrial Trifunctional Protein,Enzyme,http://purl.bioontology.org/ontology/MESH/D063991,T126,"Mitochondrial Fatty Acid beta-Oxidation Trifunctional Protein|Mitochondrial Long Chain Enoyl CoA Hydratase 3 Hydroxyacyl CoA Dehydrogenase 3 Ketoacyl CoA Thiolase Trifunctional Protein|Mitochondrial Fatty Acid beta Oxidation Trifunctional Protein|FA beta-OMC|Trifunctional Protein, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D008565|http://purl.bioontology.org/ontology/MESH/D064251|http://purl.bioontology.org/ontology/MESH/D063989|http://purl.bioontology.org/ontology/MESH/D024101|http://purl.bioontology.org/ontology/MESH/D000102|http://purl.bioontology.org/ontology/MESH/D004746,C3658275,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T834070|T255242|T833045|T833047
402365,"Mitochondrial Trifunctional Protein, alpha Subunit",Enzyme,http://purl.bioontology.org/ontology/MESH/D063992,T126,,http://purl.bioontology.org/ontology/MESH/D063991,C3538963,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T833046
410915,"Aldehyde Dehydrogenase, Mitochondrial",Enzyme,http://purl.bioontology.org/ontology/MESH/D000071396,T126,"ALDH2 Protein|Dehydrogenase, Mitochondrial Aldehyde|Mitochondrial Aldehyde Dehydrogenase",http://purl.bioontology.org/ontology/MESH/D000444|http://purl.bioontology.org/ontology/MESH/D024101,C2827577,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000898937|T000895012
413525,"Aspartate Aminotransferase, Mitochondrial",Enzyme,http://purl.bioontology.org/ontology/MESH/D024442,T126,"Mitochondrial Aspartate Aminotransferase|Glutamate Oxaloacetate Transaminase 2|Aminotransferase, Mitochondrial Aspartate|Glutamate Oxaloacetate Transaminase-2|Oxaloacetate Transaminase-2, Glutamate|Transaminase-2, Glutamate Oxaloacetate",http://purl.bioontology.org/ontology/MESH/D001219,C0684153,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T425547|T425548
416586,Mitochondrial Precursor Protein Import Complex Proteins,Enzyme,http://purl.bioontology.org/ontology/MESH/D000090622,T126,"TIM Complex|TIM23 Complex|Translocase, TOM|TIMM Complex|Mitochondrial Protein Import Machinery Proteins|TOM Complex|Translocase of the Inner Mitochondrial Membrane Complex|Translocase of the Inner Membrane Complex|Translocases of the Inner Membrane Complex|Translocases of the Inner Membrane 23 Complex|Preprotein Translocases, Mitochondrial|Sorting and Assembly Machinery Complex|Import Complex, Mitochondrial|TOMM Complex|Mitochondrial Preprotein Translocases|Mitochondrial Intermembrane Space Import and Assembly Complex|TOM Translocase|Translocase Outer Mitochondrial Membrane|Mitochondrial Import Complex|Translocases, Mitochondrial Preprotein|SAM Complex|Translocase of the Outer Membrane Complex|Mitochondrial Precursor Protein Import Machinery Proteins|TOMM Machinery|MIA Complex|MIM Complex|TOM Channel",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D046912|http://purl.bioontology.org/ontology/MESH/D000069284,C5544445|C5544447|C5444702|C5545266|C5544446|C5444760|C5545265|C1453423|C5444237,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T001104524|T001104480|T001104476|T001104479|T001104510|T001104487|T001104486|T001104492|T001104493|T001104500|T001104475|T001104488|T001104491|T001104509|T001104501|T001104478|T001104525|T001107368|T001104484|T001104489|T001104511|T001104508|T001104485|T001104483
416814,"Creatine Kinase, Mitochondrial Form",Enzyme,http://purl.bioontology.org/ontology/MESH/D052281,T126,"Creatine Kinase, Mitochondrial|Mitochondrial Creatine Kinase|Kinase, Mitochondrial Creatine",http://purl.bioontology.org/ontology/MESH/D024101|http://purl.bioontology.org/ontology/MESH/D003402,C0914594,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T416009|T416007|T638458
479888,"DNA, Mitochondrial","Nucleic Acid, Nucleoside, or Nucleotide",http://purl.bioontology.org/ontology/MESH/D004272,T114,Mitochondrial DNA|mtDNA,http://purl.bioontology.org/ontology/MESH/D004270,C0012929,AD AE AG AI AN BI BL CF CH CL CS DE EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T012997|T012996|T012995
480749,"RNA, Mitochondrial","Nucleic Acid, Nucleoside, or Nucleotide",http://purl.bioontology.org/ontology/MESH/D000077278,T114,mtRNA|Mitochondrial RNA,http://purl.bioontology.org/ontology/MESH/D012313,C0073434,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000938663|T000938662|T000938664
490191,Leigh Syndrome Due To Mitochondrial Complex I Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564021,T047,"Atpase Deficiency, Nuclear-Encoded",,C1838951,,T804082|T811146
490194,"Hypomagnesemia, Hypertension, and Hypercholesterolemia, Mitochondrial",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564024,T047,,,C1839021,,T829136
490195,"Striatonigral Degeneration, Infantile, Mitochondrial",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564025,T047,"Infantile Bilateral Striatal Necrosis, Mitochondrial|Bilateral Striatal Necrosis, Infantile, Mitochondrial",,C1839022,,T804087|T804088|T804089
490198,Mitochondrial Myopathy with Diabetes,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564026,T047,"Mitochondrial Myopathy, Lipid Type",,C1839028,,T828341|T804091
490520,Mitochondrial Encephalomyopathies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017237,T047,"Encephalomyopathies, Mitochondrial|Encephalomyopathy, Mitochondrial|Mitochondrial Encephalomyopathy",http://purl.bioontology.org/ontology/MESH/D001928|http://purl.bioontology.org/ontology/MESH/D017240,C0162666,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369473|T051388
491150,"Myopathy, Mitochondrial, Lethal Infantile",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564017,T047,,,C1838876,,T804078
491151,"Wolfram Syndrome, Mitochondrial Form",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564012,T047,"Diabetes Insipidus And Mellitus With Optic Atrophy And Deafness, Mitochondrial Form|DIDMOAD Syndrome, Mitochondrial Form",,C1838782,,T824137|T804070|T804069
491154,"Parkinson Disease, Mitochondrial",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564015,T047,,,C1838867,,T804076
491155,"Renal Tubulopathy, Diabetes Mellitus, and Cerebellar Ataxia due to Duplication of Mitochondrial DNA",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564014,T047,,,C3501777,,T828257
491740,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567528,T047,,,C3279699,,T810612
491832,Ophthalmoplegic Neuromuscular Disorder with Abnormal Mitochondria,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564925,T047,,,C1850302,,T830310
491833,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Recessive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564926,T047,"Progressive External Ophthalmoplegia, Autosomal Recessive",,C1850303,,T830320|T805864
492013,Multiple Mitochondrial Dysfunctions Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565304,T047,,,C3502075,,T806552
492132,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563750,T047,"Progressive External Ophthalmoplegia, Autosomal Dominant, 2",,C1836460,,T828711|T803503
492322,Mitochondrial encephalopathy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C538525,T047,,,C1852373,,T746035
492838,Mitochondrial Complex II Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565375,T047,Succinate CoQ Reductase Deficiency,,C1855008,,T830962|T830961
492843,Mitochondrial Myopathy with a Defect in Mitochondrial Protein Transport,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565376,T047,,,C1855034,,T830963
493259,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566437,T047,"Progressive External Ophthalmoplegia, Autosomal Dominant, 4",,C1864668,,T832556|T808490
493586,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564961,T047,,,C1850597,,T828328
493587,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564963,T047,,,C1850599,,T830384
493591,Leigh Syndrome due to Mitochondrial Complex V Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564964,T047,,,C1850600,,T830387
493592,Leigh Syndrome due to Mitochondrial Complex III Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564962,T047,,,C1850598,,T830383
493630,Mitochondrial cytopathy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C540770,T047,,,C2931928,,T751600
493792,Proximal Myopathy with Focal Depletion of Mitochondria,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563453,T047,,,C1833453,,T827870
494458,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563575,T047,"Progressive External Ophthalmoplegia, Autosomal Dominant, 1",,C1834846,,T827903|T803184
494666,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563747,T047,"Progressive External Ophthalmoplegia, Autosomal Dominant, 3",,C1836439,,T828710|T803498
495537,Mitochondrial Complex III Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565128,T047,,,C1852372,,T830619
495733,"Mitochondrial DNA Depletion Syndrome, Hepatocerebral Form, Autosomal Recessive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567608,T047,,,C3501850,,T831197
496077,Mitochondrial Myopathies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017240,T047,"Myopathy, Megaconial|Lufts Disease|Megaconial Myopathies|Disease, Luft's|Myopathies, Pleoconial|Luft's Disease|Luft Disease|Myopathies, Mitochondrial|Disease, Luft|Megaconial Myopathy|Mitochondrial Myopathy|Pleoconial Myopathies|Pleoconial Myopathy|Myopathy, Pleoconial",http://purl.bioontology.org/ontology/MESH/D009135|http://purl.bioontology.org/ontology/MESH/D028361,C0162670|C0949496|C0162669|C0162668,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T812058|T051399|T369288|T440506|T440505|T051398|T051397
496422,"Deafness, Sensorineural, Autosomal-Mitochondrial Type",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565637,T047,,,C1857332,,T807118
496451,Hyperlysinemia Due To Defect In Lysine Transport Into Mitochondria,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565499,T047,,,C1855927,,T806888
496455,Hypermetabolism due to Defect in Mitochondria,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565498,T047,,,C1855926,,T831446
496642,"Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567624,T047,,,C3501372,,T810773
496730,"Mitochondrial DNA Depletion Syndrome, Myopathic Form",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563698,T047,"Mitochondrial DNA Depletion Myopathy, Autosomal Recessive",,C3501891,,T827997|T827996
497010,Mitochondrial Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D028361,T047,"Deficiency, Oxidative Phosphorylation|Disorder, Mitochondrial|Deficiencies, Oxidative Phosphorylation|Phosphorylation Deficiencies, Oxidative|Mitochondrial Respiratory Chain Deficiencies|Phosphorylation Deficiency, Oxidative|Respiratory Chain Deficiencies, Mitochondrial|Deficiency, Respiratory Chain|Oxidative Phosphorylation Deficiency|Electron Transport Chain Deficiencies, Mitochondrial|Mitochondrial Electron Transport Chain Deficiencies|Oxidative Phosphorylation Deficiencies|Disorders, Mitochondrial|Mitochondrial Disorders|Deficiencies, Respiratory Chain|Respiratory Chain Deficiency|Disease, Mitochondrial|Mitochondrial Disorder|Mitochondrial Disease",http://purl.bioontology.org/ontology/MESH/D008659,C0949855|C0949857|C0949856|C0751651,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369290|T440504|T440501|T446817|T440502|T440503|T369289
497033,"Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567769,T047,"Mitochondrial Complex Deficiency, Combined|Myopathy With Cataract And Combined Respiratory Chain Deficiency",,C2751320,,T811038|T811039|T811037
497034,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567768,T047,"Progressive External Ophthalmoplegia, Autosomal Dominant, 5|Peoa5",,C2751319,,T811035|T811034|T811036
497129,Mitochondrial complex I deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C537475,T047,"Mitochondrial NADH dehydrogenase component of complex I, deficiency of|NADH:Q(1) Oxidoreductase deficiency|NADH coenzyme q reductase deficiency|Nadh-Coenzyme Q Reductase Deficiency",,C1838979,,T742728|T752870|T742727|T742730|T811383
497135,Mitochondrial myopathy with lactic acidosis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C537476,T047,,,C1855033,,T742731
498352,Myopathy with Giant Abnormal Mitochondria,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564971,T047,,,C1850717,,T830392
498743,"Phosphoenolpyruvate Carboxykinase Deficiency, Mitochondrial",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564890,T047,,,C1849821,,T805800
498994,Mitochondrial Phosphate Carrier Deficiency,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563665,T047,,,C1835845,,T803333
502992,"Mitochondria, Liver",Cell Component,http://purl.bioontology.org/ontology/MESH/D008930,T026,"Liver Mitochondria|Mitochondrion, Liver|Liver Mitochondrion",http://purl.bioontology.org/ontology/MESH/D008928,C0026239,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T026694|T026695|T026696|T026693
502993,"Mitochondria, Muscle",Cell Component,http://purl.bioontology.org/ontology/MESH/D008931,T026,"Sarcosomes|Muscle Mitochondrion|Muscle Mitochondria|Mitochondrion, Muscle|Sarcosome",http://purl.bioontology.org/ontology/MESH/D008928,C0026240,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T026697|T026699|T026698
503054,Mitochondria,Cell Component,http://purl.bioontology.org/ontology/MESH/D008928,T026,"Mitochondrial Contraction|Mitochondrion|Contractions, Mitochondrial|Mitochondrial Contractions|Contraction, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D015388|http://purl.bioontology.org/ontology/MESH/D013347,C0026241|C0026237,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T026688|T026686|T026687
503055,"Mitochondria, Heart",Cell Component,http://purl.bioontology.org/ontology/MESH/D008929,T026,"Heart Mitochondrion|Mitochondria, Myocardial|Mitochondrion, Heart|Heart Mitochondria|Myocardial Mitochondria",http://purl.bioontology.org/ontology/MESH/D008931,C0026238,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T026692|T026691|T026690|T026689
503061,Mitochondrial Ribosomes,Cell Component,http://purl.bioontology.org/ontology/MESH/D000069396,T026,"Ribosomes, Mitochondrial|Mitoribosome|Ribosome, Mitochondrial|Mitochondrial Ribosome|Mitoribosomes",http://purl.bioontology.org/ontology/MESH/D008928|http://purl.bioontology.org/ontology/MESH/D012270,C1166893,CH CL DE EN IM ME MI PA PH PS RE TR UL VI,T000879878|T000879893
503070,Mitochondrial Membranes,Cell Component,http://purl.bioontology.org/ontology/MESH/D051336,T026,"Membrane, Inner Mitochondrial|Mitochondrial Membranes, Inner|Membrane, Mitochondrial|Inner Mitochondrial Membranes|Mitochondrial Membrane|Membrane, Outer Mitochondrial|Membranes, Inner Mitochondrial|Inner Mitochondrial Membrane|Outer Mitochondrial Membrane|Mitochondrial Membrane, Outer|Membranes, Outer Mitochondrial|Mitochondrial Membranes, Outer|Outer Mitochondrial Membranes|Mitochondrial Membrane, Inner|Membranes, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D007425,C0230839|C0596952|C0230840,CH CL DE EN IM ME MI PA PH PS RE TR UL VI,T629405|T629406|T629402|T629403|T629407
504589,Mitochondrial Size,Qualitative Concept,http://purl.bioontology.org/ontology/MESH/D053142,T080,"Size, Mitochondria|Mitochondrial Volumes|Size, Mitochondrial|Mitochondria Volume|Mitochondria Sizes|Volume, Mitochondrial|Volumes, Mitochondrial|Sizes, Mitochondria|Mitochondria Size|Mitochondrial Sizes|Mitochondrial Volume|Sizes, Mitochondrial|Volume, Mitochondria|Volumes, Mitochondria|Mitochondria Volumes",http://purl.bioontology.org/ontology/MESH/D053141,C1720928|C1720929,DE ES GE IM PH RE,T658424|T658423|T658422|T658421
