,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI,mesh_id
472,GABA Agents,Physiologic Function,http://purl.bioontology.org/ontology/MESH/D018682,T039,"GABAergic Agent|GABA Effect|GABAergic Agents|Effect, GABAergic|GABAergic Effect|Effects, GABA|Agents, GABAergic|GABAergic Effects|Acid Agents, gamma-Aminobutyric|Effects, GABAergic|Agents, GABA|Agents, gamma-Aminobutyric Acid|gamma-Aminobutyric Acid Agents|GABA Effects|gamma Aminobutyric Acid Agents|Agent, GABAergic|Effect, GABA",http://purl.bioontology.org/ontology/MESH/D018377,C3179176|C0242898,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055624|T055623|T055621|T788059|T055622|T788057|T788058|T788056,D018682
473,GABA Agents,Physiologic Function,http://purl.bioontology.org/ontology/MESH/D018682,T039,"GABAergic Agent|GABA Effect|GABAergic Agents|Effect, GABAergic|GABAergic Effect|Effects, GABA|Agents, GABAergic|GABAergic Effects|Acid Agents, gamma-Aminobutyric|Effects, GABAergic|Agents, GABA|Agents, gamma-Aminobutyric Acid|gamma-Aminobutyric Acid Agents|GABA Effects|gamma Aminobutyric Acid Agents|Agent, GABAergic|Effect, GABA",http://purl.bioontology.org/ontology/MESH/D018377,C3179176|C0242898,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055624|T055623|T055621|T788059|T055622|T788057|T788058|T788056,D018682
474,GABA-B Receptor Antagonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D058788,T121,"GABA-B Antagonists|Antagonists, GABA-B|Receptor Antagonists, GABA-B|Receptor Antagonist, GABA-B|GABA B Receptor Antagonist|GABA-B Receptor Antagonist|Antagonist, GABA-B Receptor|GABA B Receptor Antagonists|GABA B Antagonists|Antagonists, GABA-B Receptor",http://purl.bioontology.org/ontology/MESH/D018756,C2936802,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T767592|T767591|T767590,D058788
475,GABA-A Receptor Agonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D058785,T121,"Agonists, GABA-A Receptor|GABA-A Receptor Agonist|Receptor Agonist, GABA-A|GABA-A Agonists|GABA A Agonists|GABA A Receptor Agonists|Agonist, GABA-A Receptor|Receptor Agonists, GABA-A|Agonists, GABA-A|GABA A Receptor Agonist",http://purl.bioontology.org/ontology/MESH/D018755,C2936799,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T767582|T767581|T767583,D058785
476,GABA-A Receptor Antagonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D058787,T121,"GABA-A Antagonists|Receptor Antagonist, GABA-A|Receptor Antagonists, GABA-A|GABA-A Receptor Antagonist|Antagonists, GABA-A|Antagonist, GABA-A Receptor|GABA A Receptor Antagonists|GABA A Receptor Antagonist|GABA A Antagonists|Antagonists, GABA-A Receptor",http://purl.bioontology.org/ontology/MESH/D018756,C2936801,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T767589|T767587|T767588,D058787
477,GABA-B Receptor Agonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D058786,T121,"GABA B Agonists|Agonists, GABA-B|GABA B Receptor Agonist|GABA-B Receptor Agonist|Agonist, GABA-B Receptor|Receptor Agonists, GABA-B|Receptor Agonist, GABA-B|GABA-B Agonists|Agonists, GABA-B Receptor|GABA B Receptor Agonists",http://purl.bioontology.org/ontology/MESH/D018755,C2936800,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T767586|T767584|T767585,D058786
478,GABA Antagonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018756,T121,"Acid Antagonists, gamma-Aminobutyric|GABA Antagonist|gamma-Aminobutyric Acid Antagonists|Antagonists, gamma-Aminobutyric Acid|Antagonists, GABA Receptor|gamma Aminobutyric Acid Antagonists|Antagonists, GABA|GABA Receptor Antagonists|Receptor Antagonists, GABA|Antagonist, GABA",http://purl.bioontology.org/ontology/MESH/D018682,C0242975,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055854|T055857|T055855|T055856,D018756
479,GABA Agonists,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018755,T121,"GABA Receptor Agonists|Agonist, GABA Receptor|Agonist, GABA|GABA Agonist|Receptor Agonists, GABA|Agonists, GABA|Acid Agonist, gamma-Aminobutyric|Receptor Agonist, GABA|Acid Agonists, gamma-Aminobutyric|gamma Aminobutyric Acid Agonists|gamma-Aminobutyric Acid Agonist|GABA Receptor Agonist|gamma Aminobutyric Acid Agonist|Agonist, gamma-Aminobutyric Acid|Agonists, GABA Receptor|gamma-Aminobutyric Acid Agonists|Agonists, gamma-Aminobutyric Acid",http://purl.bioontology.org/ontology/MESH/D018682,C0242974,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T055851|T055849|T055850|T055852|T055853|T055848,D018755
480,GABA Modulators,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018757,T121,"Modulators, GABA|Modulators, gamma-Aminobutyric Acid|GABAergic Modulators|Modulators, GABAergic|gamma Aminobutyric Acid Modulators|gamma-Aminobutyric Acid Modulators|Acid Modulators, gamma-Aminobutyric",http://purl.bioontology.org/ontology/MESH/D018682,C0242976,AD AE AG AI AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055858|T055860|T055859,D018757
481,"Receptors, GABA-A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011963,T116,"delta Subunit, GABA-A Receptor|epsilon Subunit, GABA-A Receptor|GABA A Receptors|gamma Aminobutyric Acid Subtype A Receptors|GABA-A Receptor beta Subunit|Receptors, Benzodiazepine-GABA|Receptors, Benzodiazepine|Benzodiazepine Gaba Receptors|GABA Benzodiazepine Receptors|GABA-A Receptor|Receptors, Diazepam|GABA-A Receptors|Diazepam Receptors|GABA(A) Receptor|GABA A Receptor rho Subunit|GABA Benzodiazepine Receptor|Receptor, GABA-A|Receptor, Diazepam|epsilon Subunit, GABA A Receptor|Receptors, Muscimol|GABA A Receptor alpha Subunit|Muscimol Receptor|Receptors, Benzodiazepine GABA|delta Subunit, GABA A Receptor|Receptor, GABA-Benzodiazepine|Muscimol Receptors|GABA A Receptor beta Subunit|GABA-Benzodiazepine Receptors|Benzodiazepine Receptor|GABA-A Receptor gamma Subunit|Receptor, Benzodiazepine|Benzodiazepine-GABA Receptor|Benzodiazepine GABA Receptor|Receptors, GABA Benzodiazepine|Diazepam Receptor|GABA-A Receptor epsilon Subunit|Receptors, GABA-Benzodiazepine|GABA A Receptor gamma Subunit|GABA-Benzodiazepine Receptor|gamma-Aminobutyric Acid Subtype A Receptors|Receptors, GABA A|GABA-A Receptor delta Subunit|GABA-A Receptor alpha Subunit|GABA-A Receptor rho Subunit|GABA A Receptor|Receptor, Muscimol|GABA A Receptor delta Subunit|Benzodiazepine-Gaba Receptors|GABA A Receptor epsilon Subunit|Benzodiazepine Receptors|Receptor, Benzodiazepine-GABA",http://purl.bioontology.org/ontology/MESH/D018079|http://purl.bioontology.org/ontology/MESH/D058466|http://purl.bioontology.org/ontology/MESH/D018118,C2930581|C0205923|C0034807|C2930580|C1698883|C2930582|C2930583|C2930584,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T763914|T035461|T035459|T035454|T035463|T035451|T035447|T035450|T035446|T035457|T763662|T035458|T764416|T035453|T763664|T035449|T035448|T035462|T764417|T035460|T035455|T763665|T763666|T763668|T035445|T763663|T035452|T035456,D011963
482,"Receptors, GABA-A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011963,T116,"delta Subunit, GABA-A Receptor|epsilon Subunit, GABA-A Receptor|GABA A Receptors|gamma Aminobutyric Acid Subtype A Receptors|GABA-A Receptor beta Subunit|Receptors, Benzodiazepine-GABA|Receptors, Benzodiazepine|Benzodiazepine Gaba Receptors|GABA Benzodiazepine Receptors|GABA-A Receptor|Receptors, Diazepam|GABA-A Receptors|Diazepam Receptors|GABA(A) Receptor|GABA A Receptor rho Subunit|GABA Benzodiazepine Receptor|Receptor, GABA-A|Receptor, Diazepam|epsilon Subunit, GABA A Receptor|Receptors, Muscimol|GABA A Receptor alpha Subunit|Muscimol Receptor|Receptors, Benzodiazepine GABA|delta Subunit, GABA A Receptor|Receptor, GABA-Benzodiazepine|Muscimol Receptors|GABA A Receptor beta Subunit|GABA-Benzodiazepine Receptors|Benzodiazepine Receptor|GABA-A Receptor gamma Subunit|Receptor, Benzodiazepine|Benzodiazepine-GABA Receptor|Benzodiazepine GABA Receptor|Receptors, GABA Benzodiazepine|Diazepam Receptor|GABA-A Receptor epsilon Subunit|Receptors, GABA-Benzodiazepine|GABA A Receptor gamma Subunit|GABA-Benzodiazepine Receptor|gamma-Aminobutyric Acid Subtype A Receptors|Receptors, GABA A|GABA-A Receptor delta Subunit|GABA-A Receptor alpha Subunit|GABA-A Receptor rho Subunit|GABA A Receptor|Receptor, Muscimol|GABA A Receptor delta Subunit|Benzodiazepine-Gaba Receptors|GABA A Receptor epsilon Subunit|Benzodiazepine Receptors|Receptor, Benzodiazepine-GABA",http://purl.bioontology.org/ontology/MESH/D018079|http://purl.bioontology.org/ontology/MESH/D058466|http://purl.bioontology.org/ontology/MESH/D018118,C2930581|C0205923|C0034807|C2930580|C1698883|C2930582|C2930583|C2930584,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T763914|T035461|T035459|T035454|T035463|T035451|T035447|T035450|T035446|T035457|T763662|T035458|T764416|T035453|T763664|T035449|T035448|T035462|T764417|T035460|T035455|T763665|T763666|T763668|T035445|T763663|T035452|T035456,D011963
483,"Receptors, GABA-A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011963,T116,"delta Subunit, GABA-A Receptor|epsilon Subunit, GABA-A Receptor|GABA A Receptors|gamma Aminobutyric Acid Subtype A Receptors|GABA-A Receptor beta Subunit|Receptors, Benzodiazepine-GABA|Receptors, Benzodiazepine|Benzodiazepine Gaba Receptors|GABA Benzodiazepine Receptors|GABA-A Receptor|Receptors, Diazepam|GABA-A Receptors|Diazepam Receptors|GABA(A) Receptor|GABA A Receptor rho Subunit|GABA Benzodiazepine Receptor|Receptor, GABA-A|Receptor, Diazepam|epsilon Subunit, GABA A Receptor|Receptors, Muscimol|GABA A Receptor alpha Subunit|Muscimol Receptor|Receptors, Benzodiazepine GABA|delta Subunit, GABA A Receptor|Receptor, GABA-Benzodiazepine|Muscimol Receptors|GABA A Receptor beta Subunit|GABA-Benzodiazepine Receptors|Benzodiazepine Receptor|GABA-A Receptor gamma Subunit|Receptor, Benzodiazepine|Benzodiazepine-GABA Receptor|Benzodiazepine GABA Receptor|Receptors, GABA Benzodiazepine|Diazepam Receptor|GABA-A Receptor epsilon Subunit|Receptors, GABA-Benzodiazepine|GABA A Receptor gamma Subunit|GABA-Benzodiazepine Receptor|gamma-Aminobutyric Acid Subtype A Receptors|Receptors, GABA A|GABA-A Receptor delta Subunit|GABA-A Receptor alpha Subunit|GABA-A Receptor rho Subunit|GABA A Receptor|Receptor, Muscimol|GABA A Receptor delta Subunit|Benzodiazepine-Gaba Receptors|GABA A Receptor epsilon Subunit|Benzodiazepine Receptors|Receptor, Benzodiazepine-GABA",http://purl.bioontology.org/ontology/MESH/D018079|http://purl.bioontology.org/ontology/MESH/D058466|http://purl.bioontology.org/ontology/MESH/D018118,C2930581|C0205923|C0034807|C2930580|C1698883|C2930582|C2930583|C2930584,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T763914|T035461|T035459|T035454|T035463|T035451|T035447|T035450|T035446|T035457|T763662|T035458|T764416|T035453|T763664|T035449|T035448|T035462|T764417|T035460|T035455|T763665|T763666|T763668|T035445|T763663|T035452|T035456,D011963
484,"Receptors, GABA-A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011963,T116,"delta Subunit, GABA-A Receptor|epsilon Subunit, GABA-A Receptor|GABA A Receptors|gamma Aminobutyric Acid Subtype A Receptors|GABA-A Receptor beta Subunit|Receptors, Benzodiazepine-GABA|Receptors, Benzodiazepine|Benzodiazepine Gaba Receptors|GABA Benzodiazepine Receptors|GABA-A Receptor|Receptors, Diazepam|GABA-A Receptors|Diazepam Receptors|GABA(A) Receptor|GABA A Receptor rho Subunit|GABA Benzodiazepine Receptor|Receptor, GABA-A|Receptor, Diazepam|epsilon Subunit, GABA A Receptor|Receptors, Muscimol|GABA A Receptor alpha Subunit|Muscimol Receptor|Receptors, Benzodiazepine GABA|delta Subunit, GABA A Receptor|Receptor, GABA-Benzodiazepine|Muscimol Receptors|GABA A Receptor beta Subunit|GABA-Benzodiazepine Receptors|Benzodiazepine Receptor|GABA-A Receptor gamma Subunit|Receptor, Benzodiazepine|Benzodiazepine-GABA Receptor|Benzodiazepine GABA Receptor|Receptors, GABA Benzodiazepine|Diazepam Receptor|GABA-A Receptor epsilon Subunit|Receptors, GABA-Benzodiazepine|GABA A Receptor gamma Subunit|GABA-Benzodiazepine Receptor|gamma-Aminobutyric Acid Subtype A Receptors|Receptors, GABA A|GABA-A Receptor delta Subunit|GABA-A Receptor alpha Subunit|GABA-A Receptor rho Subunit|GABA A Receptor|Receptor, Muscimol|GABA A Receptor delta Subunit|Benzodiazepine-Gaba Receptors|GABA A Receptor epsilon Subunit|Benzodiazepine Receptors|Receptor, Benzodiazepine-GABA",http://purl.bioontology.org/ontology/MESH/D018079|http://purl.bioontology.org/ontology/MESH/D058466|http://purl.bioontology.org/ontology/MESH/D018118,C2930581|C0205923|C0034807|C2930580|C1698883|C2930582|C2930583|C2930584,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T763914|T035461|T035459|T035454|T035463|T035451|T035447|T035450|T035446|T035457|T763662|T035458|T764416|T035453|T763664|T035449|T035448|T035462|T764417|T035460|T035455|T763665|T763666|T763668|T035445|T763663|T035452|T035456,D011963
485,GABA Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050485,T116,"Transporter, GAT-4|GABA-Specific Neurotransmitter Transporters|GABA Transporters|Transporter, GABA|Transporters, GABA-Specific Neurotransmitter|Transporter, GAT2|GAT3 Transporter|GAT-1 Transporter|GAT2 Transporter|GABA Transporter 4|GAT1 Transporter|Gamma Aminobutyric Acid Plasma Membrane Transport Proteins|Transporter 2, GABA|GAT-3 Transporter|GABA Transporter 3|GAT 2 Transporter|GAT 4 Transporter|GABA Transporter 2|Transporters, GABA|Transporter, GAT-2|GAT 1 Transporter|GABA Transporter 1|GAT 3 Transporter|Neurotransmitter Transport Proteins, GABA Specific|Gamma-Aminobutyric Acid Plasma Membrane Transport Proteins|GAT-4 Transporter|Neurotransmitter Transporters, GABA-Specific|GAT-2 Transporter|GABA Transporter|Neurotransmitter Transporters, GABA Specific|Neurotransmitter Transport Proteins, GABA-Specific|GABA Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D050480,C1457874|C0212573|C0060919|C1564376|C1506478,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T618288|T609856|T609861|T001008580|T609863|T622415|T242217|T620502|T618230|T622416|T618231|T620508|T103962|T620509|T609862|T609860|T103961|T620501,D050485
486,GABA Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050485,T116,"Transporter, GAT-4|GABA-Specific Neurotransmitter Transporters|GABA Transporters|Transporter, GABA|Transporters, GABA-Specific Neurotransmitter|Transporter, GAT2|GAT3 Transporter|GAT-1 Transporter|GAT2 Transporter|GABA Transporter 4|GAT1 Transporter|Gamma Aminobutyric Acid Plasma Membrane Transport Proteins|Transporter 2, GABA|GAT-3 Transporter|GABA Transporter 3|GAT 2 Transporter|GAT 4 Transporter|GABA Transporter 2|Transporters, GABA|Transporter, GAT-2|GAT 1 Transporter|GABA Transporter 1|GAT 3 Transporter|Neurotransmitter Transport Proteins, GABA Specific|Gamma-Aminobutyric Acid Plasma Membrane Transport Proteins|GAT-4 Transporter|Neurotransmitter Transporters, GABA-Specific|GAT-2 Transporter|GABA Transporter|Neurotransmitter Transporters, GABA Specific|Neurotransmitter Transport Proteins, GABA-Specific|GABA Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D050480,C1457874|C0212573|C0060919|C1564376|C1506478,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T618288|T609856|T609861|T001008580|T609863|T622415|T242217|T620502|T618230|T622416|T618231|T620508|T103962|T620509|T609862|T609860|T103961|T620501,D050485
487,GABA Plasma Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D050485,T123,"Transporter, GAT-4|GABA-Specific Neurotransmitter Transporters|GABA Transporters|Transporter, GABA|Transporters, GABA-Specific Neurotransmitter|Transporter, GAT2|GAT3 Transporter|GAT-1 Transporter|GAT2 Transporter|GABA Transporter 4|GAT1 Transporter|Gamma Aminobutyric Acid Plasma Membrane Transport Proteins|Transporter 2, GABA|GAT-3 Transporter|GABA Transporter 3|GAT 2 Transporter|GAT 4 Transporter|GABA Transporter 2|Transporters, GABA|Transporter, GAT-2|GAT 1 Transporter|GABA Transporter 1|GAT 3 Transporter|Neurotransmitter Transport Proteins, GABA Specific|Gamma-Aminobutyric Acid Plasma Membrane Transport Proteins|GAT-4 Transporter|Neurotransmitter Transporters, GABA-Specific|GAT-2 Transporter|GABA Transporter|Neurotransmitter Transporters, GABA Specific|Neurotransmitter Transport Proteins, GABA-Specific|GABA Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D050480,C1457874|C0212573|C0060919|C1564376|C1506478,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T618288|T609856|T609861|T001008580|T609863|T622415|T242217|T620502|T618230|T622416|T618231|T620508|T103962|T620509|T609862|T609860|T103961|T620501,D050485
488,GABA Plasma Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D050485,T123,"Transporter, GAT-4|GABA-Specific Neurotransmitter Transporters|GABA Transporters|Transporter, GABA|Transporters, GABA-Specific Neurotransmitter|Transporter, GAT2|GAT3 Transporter|GAT-1 Transporter|GAT2 Transporter|GABA Transporter 4|GAT1 Transporter|Gamma Aminobutyric Acid Plasma Membrane Transport Proteins|Transporter 2, GABA|GAT-3 Transporter|GABA Transporter 3|GAT 2 Transporter|GAT 4 Transporter|GABA Transporter 2|Transporters, GABA|Transporter, GAT-2|GAT 1 Transporter|GABA Transporter 1|GAT 3 Transporter|Neurotransmitter Transport Proteins, GABA Specific|Gamma-Aminobutyric Acid Plasma Membrane Transport Proteins|GAT-4 Transporter|Neurotransmitter Transporters, GABA-Specific|GAT-2 Transporter|GABA Transporter|Neurotransmitter Transporters, GABA Specific|Neurotransmitter Transport Proteins, GABA-Specific|GABA Plasma Membrane Transporter Proteins",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D050480,C1457874|C0212573|C0060919|C1564376|C1506478,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T618288|T609856|T609861|T001008580|T609863|T622415|T242217|T620502|T618230|T622416|T618231|T620508|T103962|T620509|T609862|T609860|T103961|T620501,D050485
489,"Receptors, GABA-B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018080,T116,"Receptor, Baclofen|GABA-B Receptor|GABA B Receptor|Baclofen Receptor|Receptors, GABA B|GABA B Receptors|Baclofen Receptors|Receptor, GABA-B|GABA-B Receptors|Receptors, Baclofen",http://purl.bioontology.org/ontology/MESH/D043562|http://purl.bioontology.org/ontology/MESH/D018079,C0052887,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T054106|T054101|T054103|T054105|T054104|T054102,D018080
490,"Receptors, GABA-B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018080,T116,"Receptor, Baclofen|GABA-B Receptor|GABA B Receptor|Baclofen Receptor|Receptors, GABA B|GABA B Receptors|Baclofen Receptors|Receptor, GABA-B|GABA-B Receptors|Receptors, Baclofen",http://purl.bioontology.org/ontology/MESH/D043562|http://purl.bioontology.org/ontology/MESH/D018079,C0052887,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T054106|T054101|T054103|T054105|T054104|T054102,D018080
491,"Receptors, GABA-B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018080,T116,"Receptor, Baclofen|GABA-B Receptor|GABA B Receptor|Baclofen Receptor|Receptors, GABA B|GABA B Receptors|Baclofen Receptors|Receptor, GABA-B|GABA-B Receptors|Receptors, Baclofen",http://purl.bioontology.org/ontology/MESH/D043562|http://purl.bioontology.org/ontology/MESH/D018079,C0052887,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T054106|T054101|T054103|T054105|T054104|T054102,D018080
492,"Receptors, GABA-B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018080,T116,"Receptor, Baclofen|GABA-B Receptor|GABA B Receptor|Baclofen Receptor|Receptors, GABA B|GABA B Receptors|Baclofen Receptors|Receptor, GABA-B|GABA-B Receptors|Receptors, Baclofen",http://purl.bioontology.org/ontology/MESH/D043562|http://purl.bioontology.org/ontology/MESH/D018079,C0052887,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T054106|T054101|T054103|T054105|T054104|T054102,D018080
493,"Receptors, GABA","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018079,T116,"Receptors, gamma-Aminobutyric Acid|Receptors, gamma Aminobutyric Acid|gamma-Aminobutyric Acid Receptors|Receptor, GABA|Receptor, gamma-Aminobutyric Acid|gamma Aminobutyric Acid Receptor|GABA Receptor|gamma Aminobutyric Acid Receptors|GABA Receptors|gamma-Aminobutyric Acid Receptor",http://purl.bioontology.org/ontology/MESH/D017459,C0206518,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T054096|T054098|T054100|T054099|T054095|T054097,D018079
