gwas_trait,mesh,similarity
Serum levels of protein CHKB,Protein Kinase C-theta,0.8864952325820923
Serum levels of protein CHL1,Serum Amyloid A Protein,0.8673962354660034
Serum levels of protein CLGN,Plasma Cells,0.8733852505683899
Serum levels of protein CLIC5,Protein Kinase C-theta,0.8807296752929688
Serum levels of protein CLK2,Protein Kinase C-theta,0.8886387348175049
Serum levels of protein CLMP,Plasma Cells,0.8693538904190063
Serum levels of protein CLPS,Plasma Cells,0.8804669976234436
Serum levels of protein CMPK1,Protein Kinase C-theta,0.8839843273162842
Serum levels of protein CNDP1,Serum Amyloid A Protein,0.8767728209495544
Serum levels of protein KPNA2,Protein Kinase C-theta,0.8688743710517883
Serum levels of protein KRT23,Plasma Cells,0.8770773410797119
Serum levels of protein KRT5,Plasma Cells,0.8779329061508179
Serum levels of protein KYNU,"Creatine Kinase, MM Form",0.8774030208587646
Serum levels of protein L1CAM,Protein Kinase C-theta,0.8696439862251282
Serum levels of protein LAG3,Plasma Cells,0.8763718008995056
Serum levels of protein LAMA1;LAMB1;LAMC1,"Creatine Kinase, MM Form",0.8638315200805664
Serum levels of protein LANCL1,Serum Amyloid A Protein,0.8634794354438782
Serum levels of protein LARGE1,Plasma Cells,0.8668603301048279
Serum levels of protein LAYN,Peptide YY,0.8718113899230957
Serum levels of protein LBP,Serum Amyloid A Protein,0.8711115717887878
Serum levels of protein KLK6,Protein Kinase C-theta,0.8813360333442688
Serum levels of protein KLK7,Protein Kinase C-theta,0.8849193453788757
Serum levels of protein KLK8,Protein Kinase C-theta,0.8843199610710144
Serum levels of protein KLKB1,Protein Kinase C-theta,0.8844733238220215
Serum levels of protein KLRB1,Protein Kinase C-theta,0.8777652978897095
Serum levels of protein KLRC3,Protein Kinase C-delta,0.8764925599098206
Serum levels of protein KLRG1,Protein Kinase C-delta,0.8694888949394226
Serum levels of protein KLRG2,Plasma Cells,0.8749404549598694
Serum levels of protein KMT2C,"Creatine Kinase, MM Form",0.8708861470222473
Serum levels of protein KMT2D,"Creatine Kinase, MM Form",0.8726347088813782
Serum levels of protein LCT,Serum Amyloid A Protein,0.8699520230293274
Serum levels of protein LDHB,"Creatine Kinase, MM Form",0.8666261434555054
Serum levels of protein LDLRAD4,"Receptors, LDL",0.8913743495941162
Serum levels of protein LEAP2,Serum Amyloid A Protein,0.8735306859016418
Serum levels of protein COPS7B,Plasma Cells,0.8749772310256958
Serum levels of protein CPB1,Serum Amyloid A Protein,0.8739867806434631
Serum levels of protein CPB2,Serum Amyloid A Protein,0.872004508972168
Serum levels of protein CPE,Serum Amyloid A Protein,0.8639066815376282
Serum levels of protein CRTAC1,Serum Amyloid A Protein,0.8707611560821533
Serum levels of protein CRTAM,Plasma Cells,0.8778069019317627
Serum levels of protein CRYZ,Plasma Cells,0.8701070547103882
Serum levels of protein CRYZL1,Serum Amyloid A Protein,0.8699033260345459
Serum levels of protein CSF2RB,Plasma Cells,0.8737770915031433
Serum levels of protein CSGALNACT2,Serum Amyloid A Protein,0.8617861270904541
Serum levels of protein FRS2,Serum Amyloid A Protein,0.8758994340896606
Serum levels of protein FRZB,Plasma Cells,0.8687863945960999
Serum levels of protein CPN2,Serum Amyloid A Protein,0.8770765066146851
Serum levels of protein CPNE1,Serum Amyloid A Protein,0.8682718873023987
Serum levels of protein CPQ,Serum Amyloid A Protein,0.8637388348579407
Serum levels of protein CPT1B,Serum Amyloid A Protein,0.8719040751457214
Serum levels of protein CPXM1,Serum Amyloid A Protein,0.8751990795135498
Serum levels of protein CRABP1,Serum Amyloid A Protein,0.8722990155220032
Serum levels of protein CREB3L4,Protein Kinase C-theta,0.8811280727386475
Serum levels of protein CREBBP,Protein Kinase C-theta,0.8829936981201172
Serum levels of protein COL11A2,Serum Amyloid A Protein,0.8719896674156189
Serum levels of protein COL15A1,Serum Amyloid A Protein,0.8720576763153076
Serum levels of protein COL18A1,Serum Amyloid A Protein,0.8676879405975342
Serum levels of protein COL4A3BP,Protein Kinase C-theta,0.8712093830108643
Serum levels of protein COL6A1,Serum Amyloid A Protein,0.8691479563713074
Serum levels of protein COL9A2,Serum Amyloid A Protein,0.8683055639266968
Serum levels of protein COLEC11,Plasma Cells,0.8702933192253113
Serum levels of protein COLEC12,Plasma Cells,0.8733482360839844
Serum levels of protein COLQ,Serum Amyloid A Protein,0.858875036239624
Serum levels of protein FSTL1,Serum Amyloid A Protein,0.8647887110710144
Serum levels of protein LGALS2,Serum Amyloid A Protein,0.8754989504814148
Serum levels of protein LGALS3BP,Protein Kinase C-theta,0.867786705493927
Serum levels of protein LGALS4,Serum Amyloid A Protein,0.8725901246070862
Serum levels of protein LGALS7,Serum Amyloid A Protein,0.8726516962051392
Serum levels of protein LGALS9,Serum Amyloid A Protein,0.8699307441711426
Serum levels of protein LGMN,Plasma Cells,0.8706573843955994
Serum levels of protein CREG1,Protein Kinase C-theta,0.8671233057975769
Serum levels of protein CRHBP,Serum Amyloid A Protein,0.874601423740387
Serum levels of protein CRIM1,Serum Amyloid A Protein,0.8703927397727966
Serum levels of protein CRISP2,Serum Amyloid A Protein,0.8673844933509827
Serum levels of protein CRISPLD2,Serum Amyloid A Protein,0.8665015697479248
Serum levels of protein CRLF1,Serum Amyloid A Protein,0.8581389784812927
Serum levels of protein CROT,"Creatine Kinase, MM Form",0.860089898109436
Serum levels of protein CRP,Serum Amyloid A Protein,0.8661719560623169
Serum levels of protein CNDP2,Serum Amyloid A Protein,0.8772153258323669
Serum levels of protein CNP,Serum Amyloid A Protein,0.8769716024398804
Serum levels of protein CNTN1,Serum Amyloid A Protein,0.8666337132453918
Serum levels of protein CNTN2,Serum Amyloid A Protein,0.8669707179069519
Serum levels of protein CNTN4,Perilipin-1,0.8653741478919983
Serum levels of protein CNTN5,Perilipin-1,0.8674766421318054
Serum levels of protein CNTNAP2,Serum Amyloid A Protein,0.8744942545890808
Serum levels of protein COCH,Plasma Gases,0.8677024245262146
Serum levels of protein CTSS,Plasma Cells,0.8621883988380432
Serum levels of protein CTSV,Plasma Volume,0.8606587052345276
Serum levels of protein CTSZ,Plasma Cells,0.8671639561653137
Serum levels of protein CTXN3,Protein Kinase C-theta,0.8610562682151794
Serum levels of protein CUEDC2,Protein Kinase C-delta,0.8674055933952332
Serum levels of protein CUZD1,Protein Kinase C-delta,0.8713911771774292
Serum levels of protein CXADR,Protein Kinase C-theta,0.8708774447441101
Serum levels of protein CXCL11,"Chemokines, CXC",0.8967358469963074
Serum levels of protein CXCL12,"Chemokines, CXC",0.8954250812530518
Serum levels of protein CXCL16,"Chemokines, CXC",0.8969513177871704
Serum levels of protein CXCL2;CXCL3,"Chemokines, CXC",0.9088029265403748
Serum levels of protein LHB,Serum Amyloid A Protein,0.8661440014839172
Serum levels of protein LHCGR,Plasma Cells,0.8727397322654724
Serum levels of protein LIFR,Protein Kinase C-theta,0.8790017366409302
Serum levels of protein LILRA3,Plasma Cells,0.8693419694900513
Serum levels of protein LILRA4,Plasma Cells,0.8733764290809631
Serum levels of protein LILRA5,Plasma Cells,0.8742730021476746
Serum levels of protein LILRA6,Plasma Cells,0.8713926076889038
Serum levels of protein LILRB2,Plasma Cells,0.8669876456260681
Serum levels of protein LILRB3,Plasma Cells,0.8672257661819458
Serum levels of protein LILRB4,Plasma Cells,0.869756817817688
Serum levels of protein LILRB5,Plasma Cells,0.8722582459449768
Serum levels of protein LIPN,Plasma Cells,0.8743835687637329
Serum levels of protein LMAN2L,Serum Amyloid A Protein,0.8745036721229553
Serum levels of protein LMNB1,Serum Amyloid A Protein,0.8686020374298096
Serum levels of protein LPO,"Macrophages, Peritoneal",0.8588719964027405
Serum levels of protein LRFN1,"Creatine Kinase, MM Form",0.8611557483673096
Serum levels of protein LRIG3,Plasma Cells,0.8700976371765137
Serum levels of protein LRIT2,Serum Amyloid A Protein,0.8672892451286316
Serum levels of protein LRIT3,Protein Kinase C-theta,0.8674185276031494
Serum levels of protein LRP1,Serum Amyloid A Protein,0.8641033172607422
Serum levels of protein LRP11,Plasma Cells,0.8636059761047363
Serum levels of protein LRP12,Plasma Cells,0.8631367683410645
Serum levels of protein LRP1B,Serum Amyloid A Protein,0.8731138706207275
Serum levels of protein LRPAP1,Serum Amyloid A Protein,0.8698393702507019
Serum levels of protein LRRC15,Protein Kinase C-theta,0.8633298873901367
Serum levels of protein LRRC25,Protein Kinase C-theta,0.8608853816986084
Serum levels of protein LRRC32,Protein Kinase C-theta,0.8610845804214478
Serum levels of protein LRRC4B,Protein Kinase C-theta,0.8647474050521851
Serum levels of protein LRRC4C,Protein Kinase C-theta,0.860399067401886
Serum levels of protein LRRC74A,Protein Kinase C-theta,0.8581722974777222
Serum levels of protein CST1,Serum Amyloid A Protein,0.861337423324585
Serum levels of protein CST2,Serum Amyloid A Protein,0.8630057573318481
Serum levels of protein CST4,Plasma Cells,0.8608493208885193
Serum levels of protein CST5,Plasma Cells,0.864045262336731
Serum levels of protein CST6,Plasma Cells,0.8626822829246521
Serum levels of protein CST7,Plasma Cells,0.8630960583686829
Serum levels of protein CST8,Plasma Cells,0.8628600239753723
Serum levels of protein CTAG1A,Serum Amyloid A Protein,0.8771669864654541
Serum levels of protein CTF1,Protein Kinase C-theta,0.8610764741897583
Serum levels of protein CTGF,Plasma Cells,0.8573981523513794
Serum levels of protein CTRB2,Plasma Cells,0.8670290112495422
Serum levels of protein CTRL,Plasma Volume,0.863707423210144
Serum levels of protein CTSA,Plasma Cells,0.8627697229385376
Serum levels of protein CTSB,Plasma Volume,0.8619540333747864
Serum levels of protein CTSC,Plasma Cells,0.8732013702392578
Serum levels of protein CTSD,Plasma Cells,0.8620489835739136
Serum levels of protein CTSF,Plasma Cells,0.8621235489845276
Serum levels of protein CTSH,Plasma Cells,0.8630775809288025
Serum levels of protein CTSO,Plasma Volume,0.8626163601875305
Serum levels of protein GALNT16,Plasma Cells,0.8683829307556152
Serum levels of protein GBP6,Serum Amyloid A Protein,0.8798627257347107
Serum levels of protein GC,Seminal Plasma Proteins,0.8723841309547424
Serum levels of protein GCA,Plasma Cells,0.8666015267372131
Serum levels of protein GDF15,Plasma Cells,0.8554961085319519
Serum levels of protein GCH1,Protein Kinase C-delta,0.8690811395645142
Serum levels of protein GDI2,Protein Kinase C-delta,0.8711881041526794
Serum levels of protein GCNT4,Protein Kinase C-theta,0.8678635954856873
Serum levels of protein GFRAL,Protein Kinase C-theta,0.870662271976471
Serum levels of protein GGH,"Creatine Kinase, MM Form",0.8683540225028992
Serum levels of protein GHR,Adiponectin,0.8737327456474304
Serum levels of protein CXCL5,"Chemokines, CXC",0.8995643854141235
Serum levels of protein CXCL9,"Chemokines, CXC",0.8958112001419067
Serum levels of protein FTCD,Vitamin B 6 Deficiency,0.8699071407318115
Serum levels of protein FTH1;FTL,"Retinol-Binding Proteins, Plasma",0.8651406168937683
Serum levels of protein FTMT,Serum Amyloid A Protein,0.8660786747932434
Serum levels of protein FUT10,Seminal Plasma Proteins,0.8621195554733276
Serum levels of protein MANF,Serum Amyloid A Protein,0.8609240651130676
Serum levels of protein MANSC1,Serum Amyloid A Protein,0.8717069029808044
Serum levels of protein MAP2K2,Protein Kinase C-theta,0.9071366190910339
Serum levels of protein MAP2K4,Protein Kinase C-theta,0.9083060622215271
Serum levels of protein MAPK13,Protein Kinase C-theta,0.9060130715370178
Serum levels of protein MAPK8,Protein Kinase C-theta,0.9025067687034607
Serum levels of protein MAPKAPK5,Protein Kinase C-theta,0.911959171295166
Serum levels of protein FUT3,Seminal Plasma Proteins,0.8619288802146912
Serum levels of protein FUT5,Seminal Plasma Proteins,0.8665024042129517
Serum levels of protein FXYD4,Plasma Cells,0.8760210275650024
Serum levels of protein FZD10,Plasma Cells,0.8711731433868408
Serum levels of protein GAA,Plasma,0.8772098422050476
Serum levels of protein GABARAPL2,Protein Kinase C-theta,0.8823468089103699
Serum levels of protein GABBR1,Protein Kinase C-theta,0.8740984797477722
Serum levels of protein GAL3ST1,Protein Kinase C-theta,0.8669755458831787
Serum levels of protein GAL3ST2,Serum Amyloid A Protein,0.8683735132217407
Serum levels of protein GALK1,Protein Kinase C-theta,0.8806584477424622
Serum levels of protein GALNT10,Plasma Cells,0.8644252419471741
Serum levels of protein MASP1,Serum Amyloid A Protein,0.8722463250160217
Serum levels of protein CYTL1,Serum Amyloid A Protein,0.8699920177459717
Serum levels of protein DBNL,Plasma,0.8619974851608276
Serum levels of protein DCBLD2,Protein Kinase C-delta,0.8676275014877319
Serum levels of protein DCN,Plasma Cells,0.867525041103363
Serum levels of protein DCP1B,Serum Amyloid A Protein,0.8763288259506226
Serum levels of protein DCUN1D5,Protein Kinase C-theta,0.8675079941749573
Serum levels of protein DDR1,Protein Kinase C-theta,0.8646498918533325
Serum levels of protein LYPD3,Protein Kinase C-delta,0.8705134987831116
Serum levels of protein LYVE1,Protein Kinase C-delta,0.863220751285553
Serum levels of protein M6PR,Serum Amyloid A Protein,0.8824601769447327
Serum levels of protein MAN1A2,Serum Amyloid A Protein,0.8710564374923706
Serum levels of protein MAN1B1,Protein Kinase C-theta,0.8753407597541809
Serum levels of protein MAN1C1,Protein Kinase C-theta,0.8725616931915283
Serum levels of protein MAN2B2,Protein Kinase C-theta,0.8784970641136169
Serum levels of protein MANBA,Plasma Cells,0.8696423768997192
Serum levels of protein PLAUR,Plasma Cells,0.8749775290489197
Serum levels of protein PLBD1,Serum Amyloid A Protein,0.8766124248504639
Serum levels of protein PLCG1,Protein Kinase C-delta,0.8742832541465759
Serum levels of protein LSAMP,Serum Amyloid A Protein,0.8652106523513794
Serum levels of protein LST1,Serum Amyloid A Protein,0.8621775507926941
Serum levels of protein LTA;LTB,"Receptors, LDL",0.8797413110733032
Serum levels of protein LTF,Serum Amyloid A Protein,0.8664516806602478
Serum levels of protein LUM,Serum Amyloid A Protein,0.8689510226249695
Serum levels of protein GCSH,Plasma Cells,0.8653727769851685
Serum levels of protein GFRA1,Protein Kinase C-theta,0.8671567440032959
Serum levels of protein GFRA2,"Creatine Kinase, MM Form",0.8670230507850647
Serum levels of protein GIP,Plasma Cells,0.875710129737854
Serum levels of protein DEFB4A,Perilipin-1,0.8701543211936951
Serum levels of protein DES,Plasma Gases,0.8618007302284241
Serum levels of protein DGKB,Protein Kinase C-delta,0.8904778361320496
Serum levels of protein DHFR,"Creatine Kinase, MM Form",0.8689543008804321
Serum levels of protein DHX8,"Creatine Kinase, MM Form",0.8699896335601807
Serum levels of protein DKK1,Protein Kinase C-theta,0.8827635645866394
Serum levels of protein GKN2,Protein Kinase C-theta,0.8809477686882019
Serum levels of protein GLCE,Plasma Cells,0.8755708336830139
Serum levels of protein GLO1,Serum Amyloid A Protein,0.8613333106040955
Serum levels of protein GLT8D1,"Receptors, LDL",0.8701958060264587
Serum levels of protein GLTPD2,Seminal Plasma Proteins,0.8660159111022949
Serum levels of protein GNLY,Plasma Cells,0.8717201948165894
Serum levels of protein GRAMD1C,Serum Amyloid A Protein,0.8671258091926575
Serum levels of protein GREM2,Protein Kinase C-theta,0.8652310967445374
Serum levels of protein GRID2,Protein Kinase C-delta,0.8751882910728455
Serum levels of protein GRN,Protein Kinase C-theta,0.8785143494606018
Serum levels of protein GSK3A;GSK3B,Protein Kinase C-theta,0.8866451382637024
Serum levels of protein GSKIP,Protein Kinase C-theta,0.9013208150863647
Serum levels of protein PLOD3,Serum Amyloid A Protein,0.865402102470398
Serum levels of protein DDX46,Plasma Cells,0.8684852719306946
